1	1	1	1	¶In the beginning God created the heavens and the earth.
2	1	1	2	¶Now the earth was without shape and empty, and darkness was over the surface of the watery deep, but the Spirit of God was moving over the surface of the water.
3	1	1	3	God said, “Let there be light.” And there was light!
4	1	1	4	God saw that the light was good, so God separated the light from the darkness.
5	1	1	5	God called the light “day” and the darkness “night.” There was evening, and there was morning, marking the first day.
6	1	1	6	¶God said, “Let there be an expanse in the midst of the waters and let it separate water from water.”
7	1	1	7	So God made the expanse and separated the water under the expanse from the water above it. It was so.
8	1	1	8	God called the expanse “sky.” There was evening, and there was morning, a second day.
9	1	1	9	¶God said, “Let the water under the sky be gathered to one place and let dry ground appear.” It was so.
10	1	1	10	God called the dry ground “land” and the gathered waters he called “seas.” God saw that it was good.
11	1	1	11	¶God said, “Let the land produce vegetation: plants yielding seeds and trees on the land bearing fruit with seed in it, according to their kinds.” It was so.
12	1	1	12	The land produced vegetation – plants yielding seeds according to their kinds, and trees bearing fruit with seed in it according to their kinds. God saw that it was good.
13	1	1	13	There was evening, and there was morning, a third day.
14	1	1	14	¶God said, “Let there be lights in the expanse of the sky to separate the day from the night, and let them be signs to indicate seasons and days and years,
15	1	1	15	and let them serve as lights in the expanse of the sky to give light on the earth.” It was so.
16	1	1	16	God made two great lights – the greater light to rule over the day and the lesser light to rule over the night. He made the stars also.
17	1	1	17	God placed the lights in the expanse of the sky to shine on the earth,
18	1	1	18	to preside over the day and the night, and to separate the light from the darkness. God saw that it was good.
19	1	1	19	There was evening, and there was morning, a fourth day.
20	1	1	20	¶God said, “Let the water swarm with swarms of living creatures and let birds fly above the earth across the expanse of the sky.”
21	1	1	21	God created the great sea creatures and every living and moving thing with which the water swarmed, according to their kinds, and every winged bird according to its kind. God saw that it was good.
22	1	1	22	God blessed them and said, “Be fruitful and multiply and fill the water in the seas, and let the birds multiply on the earth.”
23	1	1	23	There was evening, and there was morning, a fifth day.
24	1	1	24	¶God said, “Let the land produce living creatures according to their kinds: cattle, creeping things, and wild animals, each according to its kind.” It was so.
25	1	1	25	God made the wild animals according to their kinds, the cattle according to their kinds, and all the creatures that creep along the ground according to their kinds. God saw that it was good.
26	1	1	26	¶Then God said, “Let us make humankind in our image, after our likeness, so they may rule over the fish of the sea and the birds of the air, over the cattle, and over all the earth, and over all the creatures that move on the earth.”
27	1	1	27	‡God created humankind in his own image, ‡in the image of God he created them, ‡male and female he created them.
28	1	1	28	¶God blessed them and said to them, “Be fruitful and multiply! Fill the earth and subdue it! Rule over the fish of the sea and the birds of the air and every creature that moves on the ground.”
29	1	1	29	Then God said, “I now give you every seed-bearing plant on the face of the entire earth and every tree that has fruit with seed in it. They will be yours for food.
30	1	1	30	And to all the animals of the earth, and to every bird of the air, and to all the creatures that move on the ground – everything that has the breath of life in it – I give every green plant for food.” It was so.
31	1	1	31	¶God saw all that he had made – and it was very good! There was evening, and there was morning, the sixth day.
32	1	2	1	¶The heavens and the earth were completed with everything that was in them.
33	1	2	2	By the seventh day God finished the work that he had been doing, and he ceased on the seventh day all the work that he had been doing.
34	1	2	3	God blessed the seventh day and made it holy because on it he ceased all the work that he had been doing in creation.
35	1	2	4	¶This is the account of the heavens and the earth when they were created – when the <span class=\"smcaps\">Lord</span> God made the earth and heavens.
36	1	2	5	¶Now no shrub of the field had yet grown on the earth, and no plant of the field had yet sprouted, for the <span class=\"smcaps\">Lord</span> God had not caused it to rain on the earth, and there was no man to cultivate the ground.
37	1	2	6	Springs would well up from the earth and water the whole surface of the ground.
38	1	2	7	The <span class=\"smcaps\">Lord</span> God formed the man from the soil of the ground and breathed into his nostrils the breath of life, and the man became a living being.
39	1	2	8	¶The <span class=\"smcaps\">Lord</span> God planted an orchard in the east, in Eden; and there he placed the man he had formed.
40	1	2	9	The <span class=\"smcaps\">Lord</span> God made all kinds of trees grow from the soil, every tree that was pleasing to look at and good for food. (Now the tree of life and the tree of the knowledge of good and evil were in the middle of the orchard.)
41	1	2	10	¶Now a river flows from Eden to water the orchard, and from there it divides into four headstreams.
42	1	2	11	The name of the first is Pishon; it runs through the entire land of Havilah, where there is gold.
43	1	2	12	(The gold of that land is pure; pearls and lapis lazuli are also there).
44	1	2	13	The name of the second river is Gihon; it runs through the entire land of Cush.
45	1	2	14	The name of the third river is Tigris; it runs along the east side of Assyria. The fourth river is the Euphrates.
46	1	2	15	¶The <span class=\"smcaps\">Lord</span> God took the man and placed him in the orchard in Eden to care for it and to maintain it.
47	1	2	16	Then the <span class=\"smcaps\">Lord</span> God commanded the man, “You may freely eat fruit from every tree of the orchard,
48	1	2	17	but you must not eat from the tree of the knowledge of good and evil, for when you eat from it you will surely die.”
49	1	2	18	¶The <span class=\"smcaps\">Lord</span> God said, “It is not good for the man to be alone. I will make a companion for him who corresponds to him.”
50	1	2	19	The <span class=\"smcaps\">Lord</span> God formed out of the ground every living animal of the field and every bird of the air. He brought them to the man to see what he would name them, and whatever the man called each living creature, that was its name.
51	1	2	20	So the man named all the animals, the birds of the air, and the living creatures of the field, but for Adam no companion who corresponded to him was found.
52	1	2	21	So the <span class=\"smcaps\">Lord</span> God caused the man to fall into a deep sleep, and while he was asleep, he took part of the man’s side and closed up the place with flesh.
53	1	2	22	Then the <span class=\"smcaps\">Lord</span> God made a woman from the part he had taken out of the man, and he brought her to the man.
